Crypto,Sharpe_Ratio
SOL,1.3080335544790258
BNB,1.1427578645691328
XRP,0.8821028656561947
DOGE,0.8735194177121416
ETH,0.7496773914552698
BTC,0.669211885832258
ADA,0.615303108465611
LINK,0.5161937748619764
LTC,0.32630586761312486
DOT,0.18228129239822333
