Date,Open,High,Low,Close,Adj Close,Volume
"Jan 01, 2021",28994.009765625,29600.626953125,28803.5859375,29374.15234375,29374.15234375,40730301359
"Jan 02, 2021",29376.455078125,33155.1171875,29091.181640625,32127.267578125,32127.267578125,67865420765
"Jan 03, 2021",32129.408203125,34608.55859375,32052.31640625,32782.0234375,32782.0234375,78665235202
"Jan 04, 2021",32810.94921875,33440.21875,28722.755859375,31971.9140625,31971.9140625,81163475344
"Jan 05, 2021",31977.041015625,34437.58984375,30221.1875,33992.4296875,33992.4296875,67547324782
"Jan 06, 2021",34013.61328125,36879.69921875,33514.03515625,36824.36328125,36824.36328125,75289433811
"Jan 07, 2021",36833.875,40180.3671875,36491.19140625,39371.04296875,39371.04296875,84762141031
"Jan 08, 2021",39381.765625,41946.73828125,36838.63671875,40797.609375,40797.609375,88107519480
"Jan 09, 2021",40788.640625,41436.3515625,38980.875,40254.546875,40254.546875,61984162837
"Jan 10, 2021",40254.21875,41420.19140625,35984.62890625,38356.44140625,38356.44140625,79980747690
"Jan 11, 2021",38346.53125,38346.53125,30549.599609375,35566.65625,35566.65625,123320567399
"Jan 12, 2021",35516.359375,36568.52734375,32697.9765625,33922.9609375,33922.9609375,74773277909
"Jan 13, 2021",33915.12109375,37599.9609375,32584.66796875,37316.359375,37316.359375,69364315979
"Jan 14, 2021",37325.109375,39966.40625,36868.5625,39187.328125,39187.328125,63615990033
"Jan 15, 2021",39156.70703125,39577.7109375,34659.58984375,36825.3671875,36825.3671875,67760757881
"Jan 16, 2021",36821.6484375,37864.3671875,35633.5546875,36178.140625,36178.140625,57706187875
"Jan 17, 2021",36163.6484375,36722.3515625,34069.3203125,35791.27734375,35791.27734375,52359854336
"Jan 18, 2021",35792.23828125,37299.28515625,34883.84375,36630.07421875,36630.07421875,49511702429
"Jan 19, 2021",36642.234375,37755.890625,36069.8046875,36069.8046875,36069.8046875,57244195486
"Jan 20, 2021",36050.11328125,36378.328125,33570.4765625,35547.75,35547.75,66834573161
"Jan 21, 2021",35549.3984375,35552.6796875,30250.75,30825.69921875,30825.69921875,75643067688
"Jan 22, 2021",30817.625,33811.8515625,28953.373046875,33005.76171875,33005.76171875,77207272511
"Jan 23, 2021",32985.7578125,33360.9765625,31493.16015625,32067.642578125,32067.642578125,48354737975
"Jan 24, 2021",32064.376953125,32944.0078125,31106.685546875,32289.37890625,32289.37890625,48643830599
"Jan 25, 2021",32285.798828125,34802.7421875,32087.787109375,32366.392578125,32366.392578125,59897054838
"Jan 26, 2021",32358.61328125,32794.55078125,31030.265625,32569.849609375,32569.849609375,60255421470
"Jan 27, 2021",32564.029296875,32564.029296875,29367.138671875,30432.546875,30432.546875,62576762015
"Jan 28, 2021",30441.041015625,33858.3125,30023.20703125,33466.09765625,33466.09765625,76517157706
"Jan 29, 2021",34318.671875,38406.26171875,32064.814453125,34316.38671875,34316.38671875,117894572511
"Jan 30, 2021",34295.93359375,34834.70703125,32940.1875,34269.5234375,34269.5234375,65141828798
"Jan 31, 2021",34270.87890625,34288.33203125,32270.17578125,33114.359375,33114.359375,52754542671
"Feb 01, 2021",33114.578125,34638.21484375,32384.228515625,33537.17578125,33537.17578125,61400400660
"Feb 02, 2021",33533.19921875,35896.8828125,33489.21875,35510.2890625,35510.2890625,63088585433
"Feb 03, 2021",35510.8203125,37480.1875,35443.984375,37472.08984375,37472.08984375,61166818159
"Feb 04, 2021",37475.10546875,38592.17578125,36317.5,36926.06640625,36926.06640625,68838074392
"Feb 05, 2021",36931.546875,38225.90625,36658.76171875,38144.30859375,38144.30859375,58598066402
"Feb 06, 2021",38138.38671875,40846.546875,38138.38671875,39266.01171875,39266.01171875,71326033653
"Feb 07, 2021",39250.19140625,39621.8359375,37446.15234375,38903.44140625,38903.44140625,65500641143
"Feb 08, 2021",38886.828125,46203.9296875,38076.32421875,46196.46484375,46196.46484375,101467222687
"Feb 09, 2021",46184.9921875,48003.72265625,45166.9609375,46481.10546875,46481.10546875,91809846886
"Feb 10, 2021",46469.76171875,47145.56640625,43881.15234375,44918.18359375,44918.18359375,87301089896
"Feb 11, 2021",44898.7109375,48463.46875,44187.76171875,47909.33203125,47909.33203125,81388911810
"Feb 12, 2021",47877.03515625,48745.734375,46424.9765625,47504.8515625,47504.8515625,76555041196
"Feb 13, 2021",47491.203125,48047.74609375,46392.28125,47105.515625,47105.515625,70250456155
"Feb 14, 2021",47114.5078125,49487.640625,47114.5078125,48717.2890625,48717.2890625,71248675228
"Feb 15, 2021",48696.53515625,48875.5703125,46347.4765625,47945.05859375,47945.05859375,77069903166
"Feb 16, 2021",47944.45703125,50341.1015625,47201.3046875,49199.87109375,49199.87109375,77049582886
"Feb 17, 2021",49207.27734375,52533.9140625,49072.37890625,52149.0078125,52149.0078125,80820545404
"Feb 18, 2021",52140.97265625,52474.10546875,51015.765625,51679.796875,51679.796875,52054723579
"Feb 19, 2021",51675.98046875,56113.65234375,50937.27734375,55888.1328125,55888.1328125,63495496918
"Feb 20, 2021",55887.3359375,57505.2265625,54626.55859375,56099.51953125,56099.51953125,68145460026
"Feb 21, 2021",56068.56640625,58330.5703125,55672.609375,57539.9453125,57539.9453125,51897585191
"Feb 22, 2021",57532.73828125,57533.390625,48967.56640625,54207.3203125,54207.3203125,92052420332
"Feb 23, 2021",54204.9296875,54204.9296875,45290.58984375,48824.42578125,48824.42578125,106102492824
"Feb 24, 2021",48835.0859375,51290.13671875,47213.5,49705.33203125,49705.33203125,63695521388
"Feb 25, 2021",49709.08203125,51948.96875,47093.8515625,47093.8515625,47093.8515625,54506565949
"Feb 26, 2021",47180.46484375,48370.78515625,44454.84375,46339.76171875,46339.76171875,350967941479
"Feb 27, 2021",46344.7734375,48253.26953125,45269.02734375,46188.453125,46188.453125,45910946382
"Feb 28, 2021",46194.015625,46716.4296875,43241.6171875,45137.76953125,45137.76953125,53443887451
"Mar 01, 2021",45159.50390625,49784.015625,45115.09375,49631.2421875,49631.2421875,53891300112
"Mar 02, 2021",49612.10546875,50127.51171875,47228.84375,48378.98828125,48378.98828125,47530897720
"Mar 03, 2021",48415.81640625,52535.13671875,48274.3203125,50538.2421875,50538.2421875,53220811975
"Mar 04, 2021",50522.3046875,51735.08984375,47656.9296875,48561.16796875,48561.16796875,52343816680
"Mar 05, 2021",48527.03125,49396.4296875,46542.515625,48927.3046875,48927.3046875,48625928883
"Mar 06, 2021",48899.23046875,49147.21875,47257.52734375,48912.3828125,48912.3828125,34363564661
"Mar 07, 2021",48918.6796875,51384.3671875,48918.6796875,51206.69140625,51206.69140625,43137459378
"Mar 08, 2021",51174.1171875,52314.0703125,49506.0546875,52246.5234375,52246.5234375,48597428048
"Mar 09, 2021",52272.96875,54824.1171875,51981.83203125,54824.1171875,54824.1171875,50912227385
"Mar 10, 2021",54824.01171875,57258.25390625,53290.890625,56008.55078125,56008.55078125,57295577614
"Mar 11, 2021",55963.1796875,58091.0625,54484.59375,57805.12109375,57805.12109375,56772343595
"Mar 12, 2021",57821.21875,57996.62109375,55376.6484375,57332.08984375,57332.08984375,55689944702
"Mar 13, 2021",57343.37109375,61683.86328125,56217.97265625,61243.0859375,61243.0859375,60669829814
"Mar 14, 2021",61221.1328125,61597.91796875,59302.31640625,59302.31640625,59302.31640625,43901225564
"Mar 15, 2021",59267.4296875,60540.9921875,55393.1640625,55907.19921875,55907.19921875,66419369890
"Mar 16, 2021",55840.78515625,56833.1796875,53555.02734375,56804.90234375,56804.90234375,59749798599
"Mar 17, 2021",56825.828125,58969.81640625,54528.62890625,58870.89453125,58870.89453125,60258313191
"Mar 18, 2021",58893.078125,60116.25,54253.578125,57858.921875,57858.921875,55746041000
"Mar 19, 2021",57850.44140625,59498.375,56643.703125,58346.65234375,58346.65234375,49063873786
"Mar 20, 2021",58332.26171875,60031.28515625,58213.296875,58313.64453125,58313.64453125,50361731222
"Mar 21, 2021",58309.9140625,58767.8984375,56005.6171875,57523.421875,57523.421875,51943414539
"Mar 22, 2021",57517.890625,58471.48046875,54288.15625,54529.14453125,54529.14453125,56521454974
"Mar 23, 2021",54511.66015625,55985.44140625,53470.6953125,54738.9453125,54738.9453125,56435023914
"Mar 24, 2021",54710.48828125,57262.3828125,52514.33203125,52774.265625,52774.265625,70567223787
"Mar 25, 2021",52726.74609375,53392.38671875,50856.5703125,51704.16015625,51704.16015625,67999812841
"Mar 26, 2021",51683.01171875,55137.3125,51579.85546875,55137.3125,55137.3125,56652197978
"Mar 27, 2021",55137.56640625,56568.21484375,54242.91015625,55973.51171875,55973.51171875,47266542233
"Mar 28, 2021",55974.94140625,56610.3125,55071.11328125,55950.74609375,55950.74609375,47686580918
"Mar 29, 2021",55947.8984375,58342.09765625,55139.33984375,57750.19921875,57750.19921875,57625587027
"Mar 30, 2021",57750.1328125,59447.22265625,57251.55078125,58917.69140625,58917.69140625,54414116432
"Mar 31, 2021",58930.27734375,59930.02734375,57726.41796875,58918.83203125,58918.83203125,65520826225
"Apr 01, 2021",58926.5625,59586.0703125,58505.27734375,59095.80859375,59095.80859375,61669163792
"Apr 02, 2021",59098.87890625,60267.1875,58869.28125,59384.3125,59384.3125,58727860620
"Apr 03, 2021",59397.41015625,60110.26953125,57603.890625,57603.890625,57603.890625,59641344484
"Apr 04, 2021",57604.83984375,58913.74609375,57168.67578125,58758.5546875,58758.5546875,50749662970
"Apr 05, 2021",58760.875,59891.296875,57694.82421875,59057.87890625,59057.87890625,60706272115
"Apr 06, 2021",59171.93359375,59479.578125,57646.80859375,58192.359375,58192.359375,66058027988
"Apr 07, 2021",58186.5078125,58731.14453125,55604.0234375,56048.9375,56048.9375,75645303584
"Apr 08, 2021",56099.9140625,58338.73828125,55879.0859375,58323.953125,58323.953125,53053855641
"Apr 09, 2021",58326.5625,58937.046875,57807.86328125,58245.00390625,58245.00390625,46655208546
"Apr 10, 2021",58253.77734375,61276.6640625,58038.70703125,59793.234375,59793.234375,58238470525
"Apr 11, 2021",59846.23046875,60790.5546875,59289.796875,60204.96484375,60204.96484375,46280252580
"Apr 12, 2021",60175.9453125,61253.03515625,59589.875,59893.453125,59893.453125,51828688519
"Apr 13, 2021",59890.01953125,63742.28515625,59869.95703125,63503.45703125,63503.45703125,69983454362
"Apr 14, 2021",63523.75390625,64863.09765625,61554.796875,63109.6953125,63109.6953125,77451779687
"Apr 15, 2021",63075.1953125,63821.671875,62208.96484375,63314.01171875,63314.01171875,60954381579
"Apr 16, 2021",63258.50390625,63594.72265625,60222.53125,61572.7890625,61572.7890625,84293007468
"Apr 17, 2021",61529.921875,62572.17578125,60361.3515625,60683.8203125,60683.8203125,66138759198
"Apr 18, 2021",60701.88671875,61057.45703125,52829.53515625,56216.18359375,56216.18359375,97468872758
